Month	Day	Year	T_avg	T_max	T_min	RH_avg	RH_max	RH_min	Precip	SVP	AVP	VPD
10	9	2010	18	22.8	11.7	45	69	33	0	2.064	0.929	1.135
10	10	2010	20.7	25	17.2	46	60	39	0	2.442	1.123	1.318
10	11	2010	21.3	28.3	16.7	37	60	19	0	2.533	0.937	1.596
10	12	2010	21.4	28.9	16.1	28	35	21	0	2.549	0.714	1.835
10	13	2010	22.5	28.9	17.2	28	34	20	0	2.726	0.763	1.962
10	14	2010	22.4	28.3	17.8	28	33	21	1.27	2.709	0.759	1.951
10	15	2010	21	26.1	17.2	33	42	24	0	2.487	0.821	1.666
10	16	2010	17.8	23.3	14.4	35	45	25	0	2.038	0.713	1.325
10	17	2010	12.1	19.4	8.9	59	92	28	1.78	1.412	0.833	0.579
10	18	2010	16.5	23.3	9.4	53	93	30	0	1.877	0.995	0.882
10	19	2010	18.8	26.1	15	33	52	25	0	2.170	0.716	1.454
10	20	2010	15	21.1	10	70	97	30	0	1.705	1.194	0.512
10	21	2010	11.6	17.8	7.2	75	95	43	0	1.366	1.024	0.341
10	22	2010	9.1	16.1	6.7	88	99	58	5.59	1.156	1.017	0.139
10	23	2010	6.2	7.8	4.4	99	99	98	53.85	0.948	0.939	0.009
10	24	2010	9.3	11.1	5.6	99	100	99	135.1	1.172	1.160	0.012
10	25	2010	6.6	11.1	3.3	80	100	53	0.25	0.975	0.780	0.195
10	26	2010	6.9	11.7	3.3	52	64	38	0	0.995	0.517	0.478
10	27	2010	8.5	16.1	3.9	43	71	27	0	1.110	0.477	0.633
10	28	2010	11.6	15.6	8.9	36	48	20	0	1.366	0.492	0.874
10	29	2010	11.4	16.7	9.4	44	53	33	0	1.348	0.593	0.755
10	30	2010	6.7	8.9	5.6	95	99	51	10.67	0.981	0.932	0.049
10	31	2010	10	16.1	6.1	74	100	40	0	1.228	0.909	0.319
11	1	2010	14.7	20	9.4	46	68	33	0	1.673	0.769	0.903
11	2	2010	18.1	25	15	41	63	33	0	2.077	0.852	1.225
11	3	2010	20.3	26.7	15.6	32	47	21	0	2.382	0.762	1.620
11	4	2010	19.8	26.1	16.7	29	44	22	0	2.309	0.670	1.640
11	5	2010	17.7	22.2	14.4	40	59	31	0	2.025	0.810	1.215
11	6	2010	13.8	20	8.3	58	99	36	0	1.578	0.915	0.663
11	7	2010	6.6	8.3	2.8	98	99	83	56.64	0.975	0.955	0.019
11	8	2010	4.7	8.9	1.1	76	99	54	0	0.854	0.649	0.205
11	9	2010	3.7	8.3	1.1	65	98	42	4.32	0.796	0.518	0.279
11	10	2010	4.8	10	1.7	80	99	49	10.41	0.860	0.688	0.172
11	11	2010	8.5	17.2	3.3	37	54	21	0	1.110	0.411	0.699
11	12	2010	10.2	14.4	7.2	32	50	19	0	1.245	0.398	0.846
11	13	2010	11.6	19.4	7.8	35	47	21	0	1.366	0.478	0.888
11	14	2010	14.9	21.1	10.6	45	51	36	0	1.694	0.762	0.932
11	15	2010	15.5	23.3	11.1	39	49	26	0	1.761	0.687	1.074
11	16	2010	13	18.3	9.4	32	48	12	0	1.498	0.479	1.018
11	17	2010	12	17.2	8.9	43	72	15	0	1.403	0.603	0.799
11	18	2010	9.5	13.9	7.8	61	81	45	0	1.187	0.724	0.463
11	19	2010	4.1	7.2	-0.6	90	99	63	18.29	0.819	0.737	0.082
11	20	2010	-0.1	0.6	-1.1	99	99	99	0	0.606	0.600	0.006
11	21	2010	0	0.6	-0.6	99	99	99	0.25	0.611	0.605	0.006
11	22	2010	1.3	2.2	0	99	99	99	19.3	0.671	0.664	0.007
11	23	2010	0.8	3.3	-2.8	83	99	45	22.1	0.647	0.537	0.110
11	24	2010	-0.6	6.1	-4.4	40	81	17	0	0.585	0.234	0.351
11	25	2010	1.5	6.7	-2.2	49	78	30	0	0.681	0.334	0.347
11	26	2010	3.8	10	0	49	70	25	0	0.802	0.393	0.409
11	27	2010	0.6	3.3	-0.6	94	99	51	13.46	0.638	0.600	0.038
11	28	2010	0.7	6.7	-2.8	70	99	35	1.52	0.643	0.450	0.193
11	29	2010	2.1	8.9	-1.7	47	71	26	0	0.711	0.334	0.377
11	30	2010	3.6	7.2	0	46	68	29	0	0.791	0.364	0.427
12	1	2010	7.8	12.8	3.3	34	46	21	0	1.058	0.360	0.698
12	2	2010	5.8	8.3	2.8	69	99	44	6.6	0.922	0.636	0.286
12	3	2010	7.2	10.6	4.4	79	99	47	15.75	1.016	0.802	0.213
12	4	2010	7.6	10	5	68	99	36	4.57	1.044	0.710	0.334
12	5	2010	7.1	11.1	5	93	99	63	40.64	1.009	0.938	0.071
12	6	2010	5.5	7.2	3.9	96	99	65	20.07	0.903	0.867	0.036
12	7	2010	8.2	14.4	4.4	58	80	31	0	1.087	0.631	0.457
12	8	2010	6.2	7.8	3.9	91	99	73	10.16	0.948	0.863	0.085
12	9	2010	7.5	8.9	6.1	99	99	99	8.64	1.037	1.026	0.010
12	10	2010	8.5	10	6.7	99	99	99	3.3	1.110	1.099	0.011
12	11	2010	10.2	15.6	6.7	73	99	47	0	1.245	0.908	0.336
12	12	2010	13.1	20	9.4	47	65	32	0	1.508	0.709	0.799
12	13	2010	11.1	13.9	6.1	55	88	44	0	1.321	0.727	0.595
12	14	2010	5.3	8.3	1.1	98	99	91	29.72	0.891	0.873	0.018
12	15	2010	2.4	7.2	0	72	99	46	0.25	0.726	0.523	0.203
12	16	2010	2.5	8.3	-0.6	56	87	38	0	0.731	0.410	0.322
12	17	2010	2.9	6.1	0.6	90	99	51	47.5	0.752	0.677	0.075
12	18	2010	5.9	7.2	4.4	99	99	99	45.47	0.929	0.919	0.009
12	19	2010	3.8	7.2	0.6	99	99	98	36.07	0.802	0.794	0.008
12	20	2010	1	1.7	0	99	99	98	19.56	0.657	0.650	0.007
12	21	2010	2.7	4.4	0.6	98	99	89	3.81	0.742	0.727	0.015
12	22	2010	4.1	6.7	1.7	99	99	99	24.13	0.819	0.811	0.008
12	23	2010	4.9	8.3	2.8	95	99	73	0	0.866	0.823	0.043
12	24	2010	5.5	9.4	2.8	76	99	57	0	0.903	0.686	0.217
12	25	2010	4.6	7.8	0	77	99	54	19.81	0.848	0.653	0.195
12	26	2010	2.2	3.3	0.6	99	99	99	12.45	0.716	0.709	0.007
12	27	2010	4.6	10.6	1.1	85	99	52	0.25	0.848	0.721	0.127
12	28	2010	2.8	4.4	1.7	95	99	68	51.05	0.747	0.710	0.037
12	29	2010	0.8	5	-2.8	77	99	45	14.99	0.647	0.498	0.149
12	30	2010	-1	2.8	-3.3	52	76	43	0.25	0.568	0.295	0.273
12	31	2010	-1.1	3.9	-4.4	48	70	20	0	0.564	0.271	0.293
1	1	2011	0.1	2.2	-2.2	97	99	70	9.65	0.615	0.597	0.018
1	2	2011	1.9	4.4	0	92	99	62	13.21	0.701	0.645	0.056
1	3	2011	2.2	8.9	0	71	99	38	0	0.716	0.508	0.208
1	4	2011	3.2	8.3	-0.6	61	98	40	0	0.769	0.469	0.300
1	5	2011	6.2	12.2	1.1	44	64	25	0	0.948	0.417	0.531
1	6	2011	9.1	15.6	5.6	33	49	20	0	1.156	0.381	0.774
1	7	2011	8.2	13.3	5	39	51	31	0	1.087	0.424	0.663
1	8	2011	4.3	8.9	0.6	54	72	40	0	0.831	0.449	0.382
1	9	2011	0.7	6.1	-1.7	67	98	39	0	0.643	0.431	0.212
1	10	2011	1.8	7.2	-1.7	34	64	18	0	0.696	0.237	0.459
1	11	2011	2.7	5.6	1.1	65	99	29	5.33	0.742	0.482	0.260
1	12	2011	6.8	12.8	2.8	74	99	47	0	0.988	0.731	0.257
1	13	2011	6.8	7.8	5	91	99	67	14.73	0.988	0.899	0.089
1	14	2011	12.8	18.9	5.6	48	99	29	0.25	1.478	0.710	0.769
1	15	2011	14.8	19.4	11.7	45	60	35	0	1.684	0.758	0.926
1	16	2011	15.1	20.6	12.2	52	69	42	0	1.716	0.893	0.824
1	17	2011	13.4	17.8	10.6	46	72	15	0	1.537	0.707	0.830
1	18	2011	14.7	21.1	10.6	23	40	10	0	1.673	0.385	1.288
1	19	2011	9.7	15.6	5.6	34	55	19	0	1.203	0.409	0.794
1	20	2011	11.9	17.8	7.8	28	54	17	0	1.393	0.390	1.003
1	21	2011	13.8	22.2	8.9	34	51	22	0	1.578	0.537	1.041
1	22	2011	13.2	19.4	10.6	29	51	15	0	1.517	0.440	1.077
1	23	2011	12.1	17.8	9.4	28	49	17	0	1.412	0.395	1.017
1	24	2011	14.3	21.1	10.6	25	34	19	0	1.630	0.407	1.222
1	25	2011	14	20.6	10.6	28	38	20	0	1.599	0.448	1.151
1	26	2011	12.5	19.4	10	36	55	24	0	1.449	0.522	0.928
1	27	2011	12.4	18.9	8.9	36	53	24	0	1.440	0.518	0.922
1	28	2011	10.9	16.1	6.1	42	58	31	0	1.304	0.548	0.756
1	29	2011	6	10.6	2.8	69	99	45	12.7	0.935	0.645	0.290
1	30	2011	2.9	6.1	0.6	99	99	99	12.95	0.752	0.745	0.008
1	31	2011	7.5	14.4	2.8	49	66	30	0	1.037	0.508	0.529
2	1	2011	5.8	12.2	0.6	35	54	23	0	0.922	0.323	0.599
2	2	2011	7.3	16.7	0.6	17	27	13	0	1.023	0.174	0.849
2	3	2011	10.9	17.2	5.6	25	36	18	0	1.304	0.326	0.978
2	4	2011	13.6	19.4	9.4	34	41	29	0	1.558	0.530	1.028
2	5	2011	13.2	20	10.6	39	45	30	0	1.517	0.592	0.926
2	6	2011	13.7	21.1	8.3	42	53	29	0	1.568	0.658	0.909
2	7	2011	10.4	16.1	2.8	44	79	29	0	1.261	0.555	0.706
2	8	2011	4	10	0	36	46	29	0	0.813	0.293	0.520
2	9	2011	5.4	11.7	0.6	34	39	24	0	0.897	0.305	0.592
2	10	2011	8.7	13.3	3.9	26	41	20	0	1.125	0.292	0.832
2	11	2011	11.5	17.8	7.8	32	44	20	0	1.357	0.434	0.923
2	12	2011	11.1	16.7	7.8	28	41	22	0	1.321	0.370	0.951
2	13	2011	10.2	17.2	5.6	35	61	19	0	1.245	0.436	0.809
2	14	2011	3.5	6.1	0	94	99	63	25.91	0.785	0.738	0.047
2	15	2011	3.9	5.6	2.8	99	99	88	42.93	0.808	0.799	0.008
2	16	2011	0.2	2.8	-1.1	99	99	99	14.73	0.620	0.614	0.006
2	17	2011	-0.3	0	-1.1	99	99	99	0	0.598	0.592	0.006
2	18	2011	-0.2	0.6	-1.1	99	99	99	0	0.602	0.596	0.006
2	19	2011	-0.8	1.1	-2.2	99	99	98	4.06	0.576	0.570	0.006
2	20	2011	0.5	6.7	-2.8	77	99	48	8.89	0.633	0.488	0.146
2	21	2011	0.5	2.8	-0.6	82	98	62	2.79	0.633	0.519	0.114
2	22	2011	3.3	8.9	-1.1	54	73	35	0.51	0.774	0.418	0.356
2	23	2011	2.4	7.8	0	70	99	44	0	0.726	0.508	0.218
2	24	2011	-0.4	0.6	-1.1	98	99	88	0	0.593	0.581	0.012
2	25	2011	-2	0	-5	99	99	97	0	0.527	0.522	0.005
2	26	2011	-1.4	5.6	-6.7	79	97	46	5.08	0.551	0.436	0.116
2	27	2011	1.2	7.2	-3.3	52	78	33	0	0.666	0.346	0.320
2	28	2011	2.1	7.2	-1.1	69	85	48	0	0.711	0.490	0.220
3	1	2011	4.6	10	0	50	67	29	0	0.848	0.424	0.424
3	2	2011	4	6.1	0.6	99	100	85	29.46	0.813	0.805	0.008
3	3	2011	5.1	8.9	2.8	83	100	52	2.03	0.878	0.729	0.149
3	4	2011	7	13.9	2.2	51	76	29	0	1.002	0.511	0.491
3	5	2011	7.6	13.3	4.4	57	99	34	9.65	1.044	0.595	0.449
3	6	2011	5	6.1	2.8	99	99	99	37.34	0.872	0.864	0.009
3	7	2011	3	6.7	0	77	99	51	0	0.758	0.583	0.174
3	8	2011	6.4	11.7	1.7	73	95	50	0	0.961	0.702	0.260
3	9	2011	10.2	15.6	5	62	81	47	0	1.245	0.772	0.473
3	10	2011	6.6	8.9	5	89	99	49	5.84	0.975	0.867	0.107
3	11	2011	6.2	11.7	2.2	80	99	52	0.25	0.948	0.759	0.190
3	12	2011	6.9	12.2	2.8	57	90	34	0	0.995	0.567	0.428
3	13	2011	6.1	7.8	4.4	78	99	44	28.7	0.942	0.734	0.207
3	14	2011	6.8	8.9	3.9	97	99	77	4.57	0.988	0.959	0.030
3	15	2011	6	8.3	4.4	99	100	99	61.47	0.935	0.926	0.009
3	16	2011	3.4	5.6	0	94	99	72	14.73	0.780	0.733	0.047
3	17	2011	3.7	8.3	0	71	99	44	0.25	0.796	0.565	0.231
3	18	2011	0.3	2.2	-1.1	96	99	70	5.59	0.624	0.599	0.025
3	19	2011	0.4	2.2	-1.1	99	99	99	13.72	0.629	0.623	0.006
3	20	2011	0.9	2.2	0	99	99	99	19.81	0.652	0.645	0.007
3	21	2011	0.9	3.3	0	99	99	99	14.73	0.652	0.645	0.007
3	22	2011	1.3	4.4	0	97	99	82	4.57	0.671	0.651	0.020
3	23	2011	0.9	2.2	0	99	99	99	21.08	0.652	0.645	0.007
3	24	2011	0.3	1.1	-0.6	99	99	99	3.3	0.624	0.618	0.006
3	25	2011	0.9	2.2	0	99	99	99	20.83	0.652	0.645	0.007
3	26	2011	1.5	2.8	0	99	99	99	17.02	0.681	0.674	0.007
3	27	2011	2.4	4.4	0	98	99	88	6.35	0.726	0.712	0.015
3	28	2011	6.5	12.2	1.1	82	100	52	0.51	0.968	0.794	0.174
3	29	2011	9.3	13.9	5	55	64	41	0	1.172	0.644	0.527
3	30	2011	15.7	21.1	9.4	42	61	23	0	1.784	0.749	1.035
3	31	2011	18.9	24.4	15	28	49	12	0	2.184	0.611	1.572
4	1	2011	17.1	25	11.7	43	75	29	0	1.950	0.839	1.112
4	2	2011	11.7	16.1	5.6	64	99	27	0	1.375	0.880	0.495
4	3	2011	10.2	19.4	3.3	35	46	20	0	1.245	0.436	0.809
4	4	2011	13.7	19.4	8.3	41	68	24	0	1.568	0.643	0.925
4	5	2011	12	16.7	7.2	56	76	38	0	1.403	0.785	0.617
4	6	2011	9.6	15	2.2	45	77	29	0	1.195	0.538	0.657
4	7	2011	0.6	6.7	-1.7	82	99	40	0.51	0.638	0.523	0.115
4	8	2011	2.3	6.7	-2.2	58	75	44	0	0.721	0.418	0.303
4	9	2011	6	11.1	0.6	45	59	30	0	0.935	0.421	0.514
4	10	2011	7.6	13.3	2.8	56	80	43	0	1.044	0.585	0.459
4	11	2011	8.2	13.3	3.3	61	82	42	0	1.087	0.663	0.424
4	12	2011	8.1	12.8	3.9	64	99	41	0	1.080	0.691	0.389
4	13	2011	1.5	3.9	0	91	99	51	9.4	0.681	0.620	0.061
4	14	2011	6.5	11.7	1.1	57	88	34	0.25	0.968	0.552	0.416
4	15	2011	9.2	13.3	5.6	54	78	30	0	1.164	0.628	0.535
4	16	2011	14.1	19.4	8.3	61	78	44	0	1.609	0.981	0.628
4	17	2011	13.1	18.3	8.9	81	100	58	11.18	1.508	1.221	0.286
4	18	2011	7.2	8.9	5	100	100	99	17.53	1.016	1.016	0.000
4	19	2011	10.3	14.4	6.1	87	100	58	0	1.253	1.090	0.163
4	20	2011	7.8	11.1	5.6	77	100	33	1.78	1.058	0.815	0.243
4	21	2011	7.6	12.8	5	84	100	54	11.68	1.044	0.877	0.167
4	22	2011	7.9	12.8	3.3	66	99	45	3.3	1.065	0.703	0.362
4	23	2011	6.7	10	3.9	81	99	57	3.56	0.981	0.795	0.186
4	24	2011	7.3	11.1	5.6	99	100	95	8.89	1.023	1.012	0.010
4	25	2011	6.2	10	2.8	86	100	52	6.86	0.948	0.815	0.133
4	26	2011	8.1	13.9	1.1	54	86	37	0	1.080	0.583	0.497
4	27	2011	11.3	17.8	5.6	46	64	27	0	1.339	0.616	0.723
4	28	2011	8.2	12.2	2.2	59	70	41	0	1.087	0.642	0.446
4	29	2011	6.9	13.3	0	37	70	21	0	0.995	0.368	0.627
4	30	2011	10.6	18.9	2.8	27	46	17	0	1.278	0.345	0.933
5	1	2011	14.2	20.6	6.1	27	38	16	0	1.619	0.437	1.182
5	2	2011	14.9	20	10	30	38	24	0	1.694	0.508	1.186
5	3	2011	15.7	21.7	8.9	31	44	14	0	1.784	0.553	1.231
5	4	2011	19.3	26.1	12.8	25	35	19	0	2.239	0.560	1.679
5	5	2011	20	25.6	14.4	33	42	23	0	2.338	0.772	1.567
5	6	2011	18.4	23.9	13.9	41	58	31	0	2.116	0.868	1.249
5	7	2011	13.1	17.8	7.2	59	99	42	0	1.508	0.889	0.618
5	8	2011	6	9.4	2.8	82	99	63	4.57	0.935	0.767	0.168
5	9	2011	9.3	15	1.7	56	99	31	8.64	1.172	0.656	0.515
5	10	2011	13.8	18.9	8.9	45	63	35	0	1.578	0.710	0.868
5	11	2011	13.8	18.9	10	55	68	42	0	1.578	0.868	0.710
5	12	2011	14.1	18.9	8.9	47	66	24	0	1.609	0.756	0.853
5	13	2011	15.5	21.1	10	40	59	24	0	1.761	0.704	1.057
5	14	2011	7.8	12.2	2.8	50	89	12	0	1.058	0.529	0.529
5	15	2011	1.1	3.9	-0.6	99	99	99	7.37	0.661	0.655	0.007
5	16	2011	3.5	8.3	0.6	88	99	59	7.11	0.785	0.691	0.094
5	17	2011	3.4	5.6	1.7	99	99	99	30.23	0.780	0.772	0.008
5	18	2011	7.3	12.2	1.7	85	100	58	2.54	1.023	0.869	0.153
5	19	2011	13.2	18.9	6.1	53	68	42	0	1.517	0.804	0.713
5	20	2011	15.1	20	10	52	61	42	0	1.716	0.893	0.824
5	21	2011	15.6	20	10.6	52	66	32	0	1.772	0.922	0.851
5	22	2011	13.5	18.3	10	62	94	42	0	1.547	0.959	0.588
5	23	2011	10.2	15	7.2	82	100	58	0.51	1.245	1.021	0.224
5	24	2011	11.6	17.8	6.1	62	85	37	0	1.366	0.847	0.519
5	25	2011	5.4	8.3	1.1	80	99	42	16	0.897	0.718	0.179
5	26	2011	7.9	13.3	2.8	68	100	42	0	1.065	0.725	0.341
5	27	2011	8.1	11.7	5.6	79	99	64	0	1.080	0.853	0.227
5	28	2011	5.1	9.4	1.7	91	99	61	11.18	0.878	0.799	0.079
5	29	2011	7.8	13.3	1.1	64	99	42	0	1.058	0.677	0.381
5	30	2011	8.5	12.2	5	63	74	40	0	1.110	0.699	0.411
5	31	2011	6.2	10	5	83	99	61	4.83	0.948	0.787	0.161
6	1	2011	3.6	6.1	1.7	99	100	99	13.97	0.791	0.783	0.008
6	2	2011	6.8	12.8	2.2	84	100	60	1.78	0.988	0.830	0.158
6	3	2011	9.2	13.3	4.4	62	77	42	0.25	1.164	0.721	0.442
6	4	2011	9.1	11.1	7.2	86	99	48	15.24	1.156	0.994	0.162
6	5	2011	11.1	14.4	8.3	89	100	73	1.52	1.321	1.176	0.145
6	6	2011	7.4	8.9	6.1	100	100	99	19.05	1.030	1.030	0.000
6	7	2011	13.8	18.9	7.2	71	93	56	0	1.578	1.120	0.458
6	8	2011	16	21.1	11.7	70	94	49	0	1.818	1.273	0.545
6	9	2011	18.9	23.9	13.3	48	66	31	0	2.184	1.048	1.136
6	10	2011	18.2	22.2	13.3	54	65	42	0	2.090	1.129	0.961
6	11	2011	16	20.6	11.7	60	76	47	0	1.818	1.091	0.727
6	12	2011	17.6	22.2	11.1	56	66	47	0	2.013	1.127	0.886
6	13	2011	19.8	23.9	15	57	67	45	0	2.309	1.316	0.993
6	14	2011	22.7	28.3	17.2	45	55	33	0	2.759	1.241	1.517
6	15	2011	22.4	27.2	16.1	39	52	28	0	2.709	1.057	1.653
6	16	2011	19.6	23.9	15	42	56	22	0	2.281	0.958	1.323
6	17	2011	20.6	26.1	15.6	28	34	20	0	2.427	0.679	1.747
6	18	2011	20.5	24.4	16.7	40	51	30	0	2.412	0.965	1.447
6	19	2011	20.6	26.1	14.4	38	60	25	0	2.427	0.922	1.504
6	20	2011	23.8	28.9	18.9	37	55	26	0	2.948	1.091	1.857
6	21	2011	25.6	30.6	20.6	41	55	34	0	3.283	1.346	1.937
6	22	2011	25.3	30.6	20	44	57	34	0	3.225	1.419	1.806
6	23	2011	21.7	25.6	17.2	44	58	32	0	2.596	1.142	1.454
6	24	2011	20.2	24.4	15	32	44	23	0	2.367	0.758	1.610
6	25	2011	20.5	25	15	34	46	27	0	2.412	0.820	1.592
6	26	2011	21.1	26.1	14.4	42	53	24	0	2.502	1.051	1.451
6	27	2011	21	26.1	15.6	44	56	26	0	2.487	1.094	1.393
6	28	2011	12.5	16.1	9.4	84	100	59	16.26	1.449	1.218	0.232
6	29	2011	11.8	15	8.9	91	100	71	0.76	1.384	1.260	0.125
6	30	2011	17.5	22.8	11.1	64	86	46	0	2.000	1.280	0.720
7	1	2011	22.2	27.8	15.6	51	60	40	0	2.676	1.365	1.311
7	2	2011	24.6	30.6	18.3	41	54	29	0	3.093	1.268	1.825
7	3	2011	25.4	30.6	19.4	39	50	29	0	3.244	1.265	1.979
7	4	2011	25.5	31.1	19.4	40	49	31	0	3.263	1.305	1.958
7	5	2011	26.6	31.1	21.1	34	46	26	0	3.483	1.184	2.298
7	6	2011	26.5	31.1	21.7	37	52	25	0	3.462	1.281	2.181
7	7	2011	24.1	28.9	19.4	37	50	25	0	3.002	1.111	1.891
7	8	2011	24.2	28.9	18.9	30	44	21	0	3.020	0.906	2.114
7	9	2011	23.1	28.3	17.8	33	47	19	0	2.826	0.933	1.894
7	10	2011	21.7	26.1	16.7	27	37	16	0	2.596	0.701	1.895
7	11	2011	19.7	23.9	15.6	36	54	26	0	2.295	0.826	1.469
7	12	2011	18.7	22.8	13.9	46	65	33	0	2.157	0.992	1.165
7	13	2011	16.5	20.6	12.8	58	73	45	0	1.877	1.089	0.788
7	14	2011	17	22.2	12.2	54	77	33	0	1.938	1.046	0.891
7	15	2011	17.7	21.7	13.9	52	73	41	0	2.025	1.053	0.972
7	16	2011	16.5	21.1	12.2	56	75	37	0	1.877	1.051	0.826
7	17	2011	16.4	21.7	10.6	57	82	39	0	1.865	1.063	0.802
7	18	2011	18.1	22.8	13.3	55	81	36	0	2.077	1.142	0.935
7	19	2011	19.5	25	12.8	54	81	37	0	2.267	1.224	1.043
7	20	2011	21.9	27.8	15.6	39	53	25	0	2.628	1.025	1.603
7	21	2011	23.1	28.9	17.2	39	48	27	0	2.826	1.102	1.724
7	22	2011	23.3	28.9	17.2	42	54	32	0	2.861	1.202	1.659
7	23	2011	23.8	28.9	19.4	45	56	32	0	2.948	1.327	1.622
7	24	2011	23.4	28.3	18.3	45	55	30	0	2.878	1.295	1.583
7	25	2011	21.9	27.2	17.8	34	54	19	0	2.628	0.893	1.734
7	26	2011	22	27.8	15.6	29	38	19	0	2.644	0.767	1.877
7	27	2011	23.4	28.9	17.8	29	42	22	0	2.878	0.835	2.043
7	28	2011	25.8	31.1	20.6	35	52	26	0	3.322	1.163	2.159
7	29	2011	26.1	30.6	21.7	41	50	30	0	3.381	1.386	1.995
7	30	2011	25.9	31.1	21.7	38	49	27	0	3.342	1.270	2.072
7	31	2011	24.7	30.6	20.6	40	51	27	0	3.112	1.245	1.867
8	1	2011	23.8	29.4	18.9	43	56	24	0	2.948	1.268	1.681
8	2	2011	24.3	30.6	19.4	33	48	19	0	3.038	1.003	2.036
8	3	2011	24	29.4	18.3	29	43	20	0	2.984	0.865	2.119
8	4	2011	20.7	25.6	16.7	40	51	32	0	2.442	0.977	1.465
8	5	2011	22	27.8	16.1	33	45	24	0	2.644	0.872	1.771
8	6	2011	21.9	27.8	17.2	37	48	28	0	2.628	0.972	1.656
8	7	2011	21.7	27.2	16.7	40	51	31	0	2.596	1.038	1.558
8	8	2011	22.2	27.8	15.6	31	44	21	0	2.676	0.830	1.847
8	9	2011	23	28.3	17.8	30	38	20	0	2.809	0.843	1.967
8	10	2011	23.4	29.4	17.8	30	36	24	0	2.878	0.863	2.015
8	11	2011	23	28.3	17.8	33	41	24	0	2.809	0.927	1.882
8	12	2011	23.4	29.4	17.8	30	38	22	0	2.878	0.863	2.015
8	13	2011	24.1	30.6	18.9	34	44	28	0	3.002	1.021	1.981
8	14	2011	22.4	26.7	17.8	28	44	15	0	2.709	0.759	1.951
8	15	2011	21.6	27.8	16.1	27	36	20	0	2.580	0.697	1.884
8	16	2011	22.6	28.3	16.7	26	31	19	0	2.742	0.713	2.029
8	17	2011	23.4	28.9	17.8	28	36	22	0	2.878	0.806	2.072
8	18	2011	23.7	28.9	18.9	29	39	21	0	2.931	0.850	2.081
8	19	2011	22.4	27.8	17.8	36	44	28	0	2.709	0.975	1.734
8	20	2011	22.1	27.2	17.8	32	42	19	0	2.660	0.851	1.809
8	21	2011	21.6	26.7	16.7	33	48	20	0	2.580	0.851	1.729
8	22	2011	22.3	28.3	17.2	36	44	26	0	2.693	0.969	1.723
8	23	2011	24.1	30.6	18.3	29	41	21	0	3.002	0.871	2.131
8	24	2011	24.4	30	20	31	39	22	0	3.056	0.947	2.109
8	25	2011	24.4	31.1	18.9	33	42	26	0	3.056	1.009	2.048
8	26	2011	25.5	31.7	20.6	35	44	25	0	3.263	1.142	2.121
8	27	2011	25.9	31.1	21.1	33	46	23	0	3.342	1.103	2.239
8	28	2011	25.4	31.7	20.6	29	41	21	0	3.244	0.941	2.303
8	29	2011	24.8	31.1	20	23	29	14	0	3.130	0.720	2.410
8	30	2011	23.6	30	18.3	26	35	17	0	2.913	0.757	2.156
8	31	2011	22.1	26.7	17.8	30	38	22	0	2.660	0.798	1.862
9	1	2011	22.5	28.3	16.7	28	36	12	0	2.726	0.763	1.962
9	2	2011	25.1	31.1	20.6	17	26	11	0	3.187	0.542	2.645
9	3	2011	24.8	30.6	20	22	32	13	0	3.130	0.689	2.442
9	4	2011	24.5	31.7	20	27	39	15	0	3.075	0.830	2.244
9	5	2011	24.1	30	19.4	28	37	16	0	3.002	0.841	2.161
9	6	2011	24.5	31.1	18.9	20	29	13	0	3.075	0.615	2.460
9	7	2011	25.4	30.6	20	21	29	14	0	3.244	0.681	2.563
9	8	2011	25.8	30	22.8	24	31	15	0	3.322	0.797	2.525
9	9	2011	26.8	35.6	22.2	21	32	12	0	3.524	0.740	2.784
9	10	2011	25.2	30.6	20.6	25	43	14	0	3.206	0.801	2.404
9	11	2011	20.4	25.6	15.6	45	65	34	0	2.397	1.079	1.318
9	12	2011	20.8	28.9	16.1	54	68	42	0	2.457	1.327	1.130
9	13	2011	21.5	28.3	14.4	51	85	34	2.29	2.564	1.308	1.257
9	14	2011	21.3	27.8	15.6	49	67	33	0	2.533	1.241	1.292
9	15	2011	19.9	25	15.6	44	65	28	0	2.324	1.022	1.301
9	16	2011	18.3	23.3	13.9	42	54	24	0	2.103	0.883	1.220
9	17	2011	19.2	24.4	13.9	34	44	25	0	2.225	0.756	1.468
9	18	2011	21.9	27.2	16.1	36	48	28	0	2.628	0.946	1.682
9	19	2011	23.8	30	17.8	33	40	19	0	2.948	0.973	1.975
9	20	2011	24.6	30.6	19.4	24	33	18	0	3.093	0.742	2.351
9	21	2011	25.1	31.1	20.6	25	34	20	0	3.187	0.797	2.390
9	22	2011	26	32.2	21.1	20	27	16	0	3.361	0.672	2.689
9	23	2011	26.8	32.8	21.1	18	26	9	0	3.524	0.634	2.889
9	24	2011	22.1	28.9	15.6	28	44	20	0	2.660	0.745	1.915
9	25	2011	12.8	16.1	10	74	100	39	1.02	1.478	1.094	0.384
9	26	2011	17.2	22.8	11.1	59	93	39	0	1.962	1.158	0.805
9	27	2011	21.4	27.8	15	44	64	29	0	2.549	1.121	1.427
9	28	2011	23.4	29.4	18.9	36	44	26	0	2.878	1.036	1.842
9	29	2011	25.1	32.8	19.4	25	38	13	0	3.187	0.797	2.390
9	30	2011	19.9	25.6	15	40	62	25	0	2.324	0.930	1.394
